Car,order_date
Toyota Yaris (2023),2020-09-18 10:04:08.482098
Skoda Scala (2020),2023-04-09 10:04:08.483098
Opel Astra (2017),2016-08-25 10:04:08.484098
Skoda Octavia (2019),2019-01-07 10:04:08.484098
Nissan Ariya (2023),2018-06-19 10:04:08.485098
Cupra Born (2023),2021-10-06 10:04:08.486099
Renault Clio (2020),2024-10-12 10:04:08.487098
Honda Civic (2015),2018-12-27 10:04:08.488098
Mazda Mazda3 (2020),2024-03-09 10:04:08.489098
Dacia Duster (2021),2018-03-14 10:04:08.489098
Renault Zoe (2022),2021-03-01 10:04:08.490098
Jeep Compass (2020),2025-01-14 10:04:08.491099
BMW i4 (2022),2023-03-22 10:04:08.492098
Lexus UX (2021),2023-02-23 10:04:08.493100
Mazda MX-30 (2022),2024-11-06 10:04:08.494099
Audi e-tron (2021),2021-02-01 10:04:08.494099
Alfa Romeo Giulia (2022),2015-09-23 10:04:08.495098
Mercedes EQB (2023),2020-08-10 10:04:08.496098
Lexus UX (2021),2021-03-28 10:04:08.497099
Seat Arona (2022),2022-11-21 10:04:08.498098
Volvo XC60 (2015),2022-07-10 10:04:08.499098
Volvo XC40 (2022),2017-05-30 10:04:08.499098
Suzuki Vitara (2020),2025-05-17 10:04:08.500099
Dacia Duster (2021),2018-06-15 10:04:08.501098
Mercedes C-Class (2019),2017-02-24 10:04:08.502098
Toyota RAV4 (2019),2025-06-15 10:04:08.503098
Renault Megane (2021),2024-01-29 10:04:08.504098
Audi e-tron (2021),2024-03-25 10:04:08.504098
Nissan Juke (2021),2022-04-06 10:04:08.505099
Skoda Octavia (2019),2016-12-10 10:04:08.506098
Cupra Born (2023),2015-10-16 10:04:08.507098
Opel Corsa (2020),2017-11-19 10:04:08.508207
Ford Puma (2023),2016-03-11 10:04:08.509316
Mini Cooper (2020),2024-03-08 10:04:08.509316
MG ZS EV (2022),2023-01-20 10:04:08.510314
Volkswagen ID.3 (2022),2017-08-15 10:04:08.511319
Audi Q3 (2022),2016-12-18 10:04:08.512311
Mercedes EQB (2023),2016-10-07 10:04:08.513313
Mercedes EQB (2023),2018-02-07 10:04:08.514314
Toyota RAV4 (2019),2016-01-21 10:04:08.514314
Alfa Romeo Giulia (2022),2021-07-24 10:04:08.515314
Fiat 500X (2019),2021-07-08 10:04:08.516317
Lexus UX (2021),2021-01-10 10:04:08.517316
Hyundai Tucson (2020),2020-01-21 10:04:08.518314
Ford Puma (2023),2019-02-10 10:04:08.519323
Hyundai i30 (2016),2016-08-18 10:04:08.519323
Suzuki Swift (2021),2021-09-13 10:04:08.520319
Fiat 500X (2019),2019-11-20 10:04:08.521319
Audi A3 (2019),2018-12-19 10:04:08.522313
Volvo XC40 (2022),2018-09-11 10:04:08.523318
Opel Mokka (2021),2025-02-08 10:04:08.524314
BMW 3 Series (2018),2022-11-18 10:04:08.524314
Tesla Model Y (2023),2015-08-23 10:04:08.525316
Nissan Ariya (2023),2016-12-11 10:04:08.526315
Opel Corsa (2020),2019-05-23 10:04:08.527323
BMW X1 (2021),2018-02-27 10:04:08.527323
BMW X1 (2021),2016-07-25 10:04:08.528436
Audi Q5 (2014),2023-10-30 10:04:08.529430
Renault Megane (2021),2015-07-17 10:04:08.530430
Toyota C-HR (2022),2016-03-05 10:04:08.531443
Jeep Renegade (2021),2018-12-18 10:04:08.532436
Mazda MX-5 (2019),2025-04-16 10:04:08.532436
Peugeot 308 (2016),2023-09-13 10:04:08.533439
Jaguar F-PACE (2021),2020-04-08 10:04:08.534436
Seat Leon (2017),2020-05-16 10:04:08.535436
Volkswagen ID.4 (2023),2025-02-01 10:04:08.536438
Audi A4 (2016),2020-05-11 10:04:08.537443
Volvo XC60 (2015),2018-06-03 10:04:08.537443
Renault Clio (2020),2019-09-14 10:04:08.538439
Mazda MX-5 (2019),2019-02-27 10:04:08.539429
Peugeot e-208 (2023),2024-12-15 10:04:08.540441
Volkswagen ID.3 (2022),2018-02-25 10:04:08.541436
Dacia Duster (2021),2016-10-30 10:04:08.541436
Subaru Forester (2020),2023-12-16 10:04:08.543048
Audi Q3 (2022),2023-11-09 10:04:08.544163
Mercedes EQB (2023),2018-08-13 10:04:08.544163
Opel Mokka (2021),2024-08-12 10:04:08.545158
Lexus UX (2021),2021-01-15 10:04:08.546156
Peugeot 2008 (2023),2024-02-17 10:04:08.547160
Hyundai IONIQ 5 (2023),2018-09-10 10:04:08.548152
Nissan Leaf (2020),2025-05-16 10:04:08.548152
Audi A4 (2016),2016-12-02 10:04:08.549159
Smart EQ ForTwo (2022),2025-05-15 10:04:08.550161
Audi A4 (2016),2020-09-10 10:04:08.551154
Peugeot 2008 (2023),2016-08-23 10:04:08.552156
Ford Kuga (2020),2015-10-13 10:04:08.553161
Audi A4 (2016),2023-08-21 10:04:08.553161
Ford Puma (2023),2022-08-16 10:04:08.554161
Toyota Yaris (2023),2017-02-28 10:04:08.555155
Mini Countryman (2022),2016-10-01 10:04:08.556161
Volkswagen ID.3 (2022),2020-04-21 10:04:08.557061
MG ZS EV (2022),2016-06-10 10:04:08.558059
Skoda Enyaq (2023),2020-03-30 10:04:08.559057
BMW iX1 (2023),2018-02-19 10:04:08.560062
Honda HR-V (2022),2016-05-26 10:04:08.561057
Cupra Formentor (2022),2022-07-31 10:04:08.561057
Renault Clio (2020),2023-05-03 10:04:08.562057
Mini Countryman (2022),2019-03-26 10:04:08.563057
Jeep Renegade (2021),2024-10-27 10:04:08.564057
Mercedes GLA (2020),2017-07-06 10:04:08.565057
Audi A4 (2016),2018-06-03 10:04:08.566057
Skoda Kodiaq (2019),2016-03-17 10:04:08.566057
Audi A3 (2019),2019-03-26 10:04:08.567057
Mazda CX-5 (2019),2025-04-14 10:04:08.568058
Dacia Duster (2021),2019-05-06 10:04:08.569057
Kia Sportage (2018),2024-06-06 10:04:08.570057
Fiat Panda (2020),2020-12-15 10:04:08.571057
Skoda Kodiaq (2019),2023-12-17 10:04:08.571057
Volkswagen Tiguan (2018),2022-07-25 10:04:08.572057
Audi A3 (2019),2016-12-24 10:04:08.573057
Skoda Scala (2020),2020-02-29 10:04:08.574057
Jaguar E-PACE (2022),2022-02-21 10:04:08.575057
Opel Astra (2017),2017-07-18 10:04:08.576057
Alfa Romeo Giulia (2022),2020-09-01 10:04:08.577057
Honda Civic (2015),2016-12-06 10:04:08.578057
Peugeot 308 (2016),2022-11-24 10:04:08.579057
BMW X1 (2021),2024-03-05 10:04:08.580057
Fiat Panda (2020),2019-07-02 10:04:08.581057
Jaguar E-PACE (2022),2020-10-08 10:04:08.582057
Audi Q5 (2014),2016-12-24 10:04:08.583057
Ford Focus (2018),2024-05-26 10:04:08.584062
Volvo XC40 (2022),2017-11-13 10:04:08.584062
BMW iX1 (2023),2019-05-21 10:04:08.586058
Kia Sportage (2018),2019-06-20 10:04:08.586058
Peugeot e-208 (2023),2015-07-18 10:04:08.587057
Mazda MX-5 (2019),2022-07-25 10:04:08.588058
Skoda Enyaq (2023),2022-11-26 10:04:08.589057
Audi Q3 (2022),2016-03-13 10:04:08.590058
Tesla Model Y (2023),2021-01-20 10:04:08.591057
Mercedes A-Class (2021),2015-07-20 10:04:08.592057
Fiat Panda (2020),2018-08-22 10:04:08.593057
Smart EQ ForTwo (2022),2018-11-13 10:04:08.594058
Toyota Yaris (2023),2021-01-14 10:04:08.595057
Mercedes EQB (2023),2016-01-21 10:04:08.596057
Honda Civic (2015),2021-10-25 10:04:08.597057
Opel Astra (2017),2023-12-01 10:04:08.598058
Seat Arona (2022),2017-02-04 10:04:08.599058
BMW i4 (2022),2015-08-11 10:04:08.600057
Renault Megane (2021),2025-02-09 10:04:08.601058
Suzuki Swift (2021),2017-11-17 10:04:08.602057
Renault Clio (2020),2016-07-04 10:04:08.602057
Honda e (2021),2023-10-19 10:04:08.603057
Ford Kuga (2020),2017-03-01 10:04:08.604057
Dacia Sandero (2022),2016-03-06 10:04:08.605057
Nissan Ariya (2023),2020-11-07 10:04:08.606056
Volkswagen Golf (2019),2020-06-07 10:04:08.607057
Tesla Model 3 (2022),2021-06-17 10:04:08.608057
Alfa Romeo Stelvio (2021),2018-02-20 10:04:08.608057
Mercedes GLA (2020),2016-05-17 10:04:08.609057
Honda Civic (2015),2018-06-07 10:04:08.610057
Tesla Model 3 (2022),2023-09-07 10:04:08.611058
Audi A3 (2019),2020-03-22 10:04:08.612057
Citroen C3 (2018),2019-09-01 10:04:08.612057
Toyota Yaris (2023),2017-10-07 10:04:08.613057
Opel Astra (2017),2019-11-04 10:04:08.614057
BMW iX1 (2023),2021-11-02 10:04:08.615057
Cupra Formentor (2022),2019-12-26 10:04:08.616057
Audi e-tron (2021),2024-02-02 10:04:08.617057
Alfa Romeo Stelvio (2021),2018-05-14 10:04:08.617057
Peugeot 2008 (2023),2022-07-03 10:04:08.618057
Mini Cooper (2020),2025-01-03 10:04:08.619057
Suzuki Swift (2021),2024-01-16 10:04:08.620057
Fiat 500X (2019),2020-02-21 10:04:08.621057
Volkswagen ID.4 (2023),2021-01-18 10:04:08.622057
Nissan Leaf (2020),2020-03-30 10:04:08.622057
Jaguar F-PACE (2021),2025-02-07 10:04:08.623057
Mercedes EQB (2023),2021-05-23 10:04:08.624057
Audi Q5 (2014),2025-07-08 10:04:08.625057
Mini Countryman (2022),2022-10-19 10:04:08.626057
Mercedes C-Class (2019),2015-10-25 10:04:08.627057
BMW 5 Series (2017),2024-11-04 10:04:08.627057
Skoda Octavia (2019),2019-03-21 10:04:08.628057
Volvo C40 Recharge (2023),2024-05-02 10:04:08.629062
Lexus NX (2023),2019-08-05 10:04:08.630062
Jeep Renegade (2021),2024-09-26 10:04:08.631061
Suzuki Swift (2021),2020-03-18 10:04:08.632062
Volvo XC60 (2015),2024-09-29 10:04:08.633064
Renault Clio (2020),2023-08-25 10:04:08.634067
Peugeot 2008 (2023),2016-12-05 10:04:08.635070
Honda e (2021),2025-02-17 10:04:08.637067
Hyundai IONIQ 5 (2023),2022-07-10 10:04:08.639064
Audi A3 (2019),2019-09-20 10:04:08.640066
Audi A3 (2019),2020-05-19 10:04:08.641065
Hyundai Kona (2021),2019-08-31 10:04:08.642065
Honda e (2021),2021-10-07 10:04:08.643677
Mercedes EQB (2023),2020-10-28 10:04:08.645684
Skoda Kodiaq (2019),2017-09-30 10:04:08.645684
Suzuki Vitara (2020),2023-05-02 10:04:08.646788
Renault Zoe (2022),2019-10-13 10:04:08.648686
Fiat 500X (2019),2017-09-20 10:04:08.649685
Mazda MX-5 (2019),2020-05-26 10:04:08.650683
Audi Q5 (2014),2019-05-23 10:04:08.651683
Jaguar F-PACE (2021),2016-06-25 10:04:08.651683
Citroen C3 (2018),2016-07-03 10:04:08.652683
Lexus NX (2023),2021-06-20 10:04:08.653683
Skoda Scala (2020),2019-03-23 10:04:08.654683
Lexus NX (2023),2025-04-10 10:04:08.655683
Jeep Compass (2020),2017-05-01 10:04:08.656800
Dacia Sandero (2022),2017-04-26 10:04:08.657786
Jeep Renegade (2021),2024-09-06 10:04:08.658783
Subaru Forester (2020),2019-06-23 10:04:08.659781
Volkswagen ID.4 (2023),2024-09-11 10:04:08.660784
Opel Corsa (2020),2019-10-13 10:04:08.660784
MG ZS EV (2022),2024-03-26 10:04:08.661787
Jeep Compass (2020),2023-04-23 10:04:08.662780
Tesla Model Y (2023),2018-09-27 10:04:08.663779
Kia Sportage (2018),2023-02-25 10:04:08.664689
Skoda Scala (2020),2016-07-28 10:04:08.665781
Audi A4 (2016),2024-07-21 10:04:08.665781
Subaru Impreza (2019),2018-06-21 10:04:08.666783
Hyundai i30 (2016),2019-12-07 10:04:08.667779
Hyundai Tucson (2020),2020-12-28 10:04:08.668782
Mercedes EQB (2023),2020-12-15 10:04:08.669789
Volvo C40 Recharge (2023),2020-05-23 10:04:08.670781
Peugeot e-208 (2023),2021-09-04 10:04:08.671779
Honda Civic (2015),2021-04-12 10:04:08.672792
Dacia Duster (2021),2020-09-27 10:04:08.673788
Seat Arona (2022),2017-07-25 10:04:08.674781
Renault Megane (2021),2021-09-17 10:04:08.675787
Volkswagen ID.4 (2023),2024-04-06 10:04:08.676779
Mazda MX-30 (2022),2022-06-11 10:04:08.678685
Skoda Kodiaq (2019),2017-05-05 10:04:08.679684
Toyota C-HR (2022),2019-01-15 10:04:08.680684
Mini Cooper (2020),2025-01-05 10:04:08.681764
Mercedes GLA (2020),2017-04-05 10:04:08.682784
Volkswagen Tiguan (2018),2025-01-23 10:04:08.683793
Mercedes A-Class (2021),2022-10-27 10:04:08.684791
Volvo XC40 (2022),2016-08-14 10:04:08.685788
Cupra Formentor (2022),2023-05-19 10:04:08.686781
Mercedes EQC (2022),2022-03-08 10:04:08.687787
Cupra Born (2023),2024-02-20 10:04:08.688780
Nissan Juke (2021),2019-08-29 10:04:08.689688
Fiat Panda (2020),2019-11-18 10:04:08.690787
Fiat 500X (2019),2019-05-22 10:04:08.691786
Tesla Model Y (2023),2017-08-21 10:04:08.692789
Dacia Duster (2021),2019-05-12 10:04:08.693783
Audi A3 (2019),2020-11-20 10:04:08.693783
Toyota C-HR (2022),2025-04-05 10:04:08.694794
Jaguar F-PACE (2021),2021-05-09 10:04:08.695792
BMW 3 Series (2018),2022-07-20 10:04:08.696790
Toyota RAV4 (2019),2024-06-04 10:04:08.697785
Skoda Scala (2020),2017-10-04 10:04:08.698784
Alfa Romeo Stelvio (2021),2022-02-22 10:04:08.699786
Cupra Formentor (2022),2022-03-26 10:04:08.699786
Mercedes EQB (2023),2019-08-22 10:04:08.700779
Opel Astra (2017),2018-11-15 10:04:08.701779
Alfa Romeo Giulia (2022),2024-04-15 10:04:08.702779
Skoda Scala (2020),2023-09-15 10:04:08.703787
Seat Leon (2017),2021-02-26 10:04:08.704778
Mercedes GLA (2020),2018-02-24 10:04:08.704778
Nissan Qashqai (2017),2021-02-14 10:04:08.705778
Renault Zoe (2022),2017-02-04 10:04:08.706792
Opel Corsa (2020),2024-05-09 10:04:08.707786
Mini Cooper (2020),2023-08-03 10:04:08.708782
Mazda MX-5 (2019),2017-12-10 10:04:08.708782
Honda Civic (2015),2019-07-09 10:04:08.709780
Nissan Juke (2021),2017-03-19 10:04:08.710791
Peugeot 2008 (2023),2020-02-14 10:04:08.711780
MG ZS EV (2022),2017-08-03 10:04:08.712782
Audi Q3 (2022),2023-05-13 10:04:08.713792
Nissan Juke (2021),2017-04-05 10:04:08.713792
Seat Arona (2022),2017-06-16 10:04:08.714699
Dacia Duster (2021),2021-11-29 10:04:08.715779
Kia Sportage (2018),2019-08-21 10:04:08.716787
Volkswagen ID.3 (2022),2020-07-12 10:04:08.717780
BMW 5 Series (2017),2019-11-16 10:04:08.718782
Dacia Sandero (2022),2015-11-29 10:04:08.718782
Audi A3 (2019),2022-02-22 10:04:08.719782
Nissan Qashqai (2017),2019-04-19 10:04:08.720786
Suzuki Swift (2021),2020-06-18 10:04:08.721779
Toyota Corolla (2021),2024-07-07 10:04:08.722758
Fiat Panda (2020),2024-08-17 10:04:08.722758
Dacia Duster (2021),2023-09-18 10:04:08.723786
Mini Countryman (2022),2018-04-17 10:04:08.724783
BMW X1 (2021),2017-10-31 10:04:08.725788
Honda HR-V (2022),2021-08-01 10:04:08.726785
Mazda MX-30 (2022),2020-03-01 10:04:08.727787
Kia Sportage (2018),2025-07-08 10:04:08.728893
Tesla Model Y (2023),2025-03-02 10:04:08.728893
Nissan Qashqai (2017),2017-01-23 10:04:08.729897
Toyota C-HR (2022),2016-09-08 10:04:08.730902
Hyundai IONIQ 5 (2023),2015-09-02 10:04:08.731897
Skoda Kodiaq (2019),2016-02-14 10:04:08.732896
Jeep Renegade (2021),2016-08-10 10:04:08.733888
Toyota Corolla (2021),2016-08-07 10:04:08.733888
Subaru Forester (2020),2024-09-05 10:04:08.734888
Suzuki Swift (2021),2020-07-29 10:04:08.735897
MG ZS EV (2022),2017-07-14 10:04:08.736888
Suzuki Swift (2021),2023-06-23 10:04:08.737893
MG ZS EV (2022),2024-04-03 10:04:08.737893
Lexus NX (2023),2020-08-06 10:04:08.738894
Audi A3 (2019),2016-07-24 10:04:08.740793
Hyundai Tucson (2020),2016-06-29 10:04:08.740793
Smart EQ ForTwo (2022),2022-12-08 10:04:08.741793
Honda HR-V (2022),2023-12-22 10:04:08.743394
Hyundai IONIQ 5 (2023),2021-12-17 10:04:08.744502
Mercedes C-Class (2019),2015-08-01 10:04:08.745606
Lexus UX (2021),2021-08-16 10:04:08.745606
Kia EV6 (2022),2017-01-07 10:04:08.746616
Suzuki Vitara (2020),2021-07-09 10:04:08.747616
Audi e-tron (2021),2015-10-19 10:04:08.748609
Toyota Corolla (2021),2017-11-06 10:04:08.749609
Skoda Scala (2020),2016-02-08 10:04:08.750608
Audi A4 (2016),2018-02-17 10:04:08.751612
Mazda MX-30 (2022),2020-08-03 10:04:08.751612
Nissan Juke (2021),2024-02-24 10:04:08.752608
Toyota Corolla (2021),2018-03-23 10:04:08.753609
Smart EQ ForTwo (2022),2019-11-07 10:04:08.754615
Toyota Corolla (2021),2018-08-18 10:04:08.755609
Kia EV6 (2022),2017-01-12 10:04:08.756610
BMW X1 (2021),2022-09-30 10:04:08.757565
Mercedes C-Class (2019),2016-01-01 10:04:08.758611
Honda e (2021),2022-07-17 10:04:08.759616
BMW 3 Series (2018),2020-03-09 10:04:08.760221
Jeep Renegade (2021),2023-05-06 10:04:08.761327
Mazda Mazda3 (2020),2018-07-11 10:04:08.761327
Honda e (2021),2018-09-30 10:04:08.762332
Renault Zoe (2022),2018-10-05 10:04:08.763325
Mazda Mazda3 (2020),2024-01-03 10:04:08.764326
Nissan Ariya (2023),2018-01-25 10:04:08.765332
Mini Cooper (2020),2018-03-09 10:04:08.765332
Fiat 500e (2021),2018-12-17 10:04:08.766330
Dacia Duster (2021),2022-04-10 10:04:08.767326
Alfa Romeo Stelvio (2021),2019-09-27 10:04:08.768332
Mini Cooper (2020),2016-10-09 10:04:08.769327
Renault Clio (2020),2021-12-26 10:04:08.770326
Ford Kuga (2020),2024-04-14 10:04:08.770326
Jaguar E-PACE (2022),2025-02-23 10:04:08.771334
BMW 3 Series (2018),2018-01-23 10:04:08.772342
Renault Zoe (2022),2018-10-18 10:04:08.773335
Dacia Duster (2021),2021-06-30 10:04:08.774332
Suzuki Swift (2021),2024-07-26 10:04:08.774332
Kia Sportage (2018),2015-07-15 10:04:08.775938
Dacia Duster (2021),2016-10-31 10:04:08.777043
Ford Kuga (2020),2018-07-24 10:04:08.778053
Nissan Leaf (2020),2016-09-02 10:04:08.778053
Peugeot 2008 (2023),2022-07-07 10:04:08.779053
BMW 3 Series (2018),2015-09-01 10:04:08.780051
Opel Corsa (2020),2025-05-15 10:04:08.781045
Volkswagen ID.3 (2022),2019-01-09 10:04:08.782053
Renault Zoe (2022),2019-05-18 10:04:08.783049
Hyundai IONIQ 5 (2023),2021-06-08 10:04:08.783049
Smart EQ ForTwo (2022),2024-10-11 10:04:08.784048
Hyundai i30 (2016),2017-08-31 10:04:08.785049
Peugeot 308 (2016),2020-01-09 10:04:08.786042
Mercedes EQC (2022),2022-10-12 10:04:08.787051
Ford Focus (2018),2019-08-12 10:04:08.787051
BMW i4 (2022),2016-04-18 10:04:08.788043
Audi Q5 (2014),2021-11-29 10:04:08.789044
Volvo C40 Recharge (2023),2022-12-05 10:04:08.789952
Alfa Romeo Giulia (2022),2020-04-26 10:04:08.791285
Opel Mokka (2021),2024-10-18 10:04:08.792295
Audi Q5 (2014),2016-11-23 10:04:08.793300
MG ZS EV (2022),2017-03-13 10:04:08.794299
Subaru Forester (2020),2021-03-26 10:04:08.796789
Volkswagen Golf (2019),2020-05-22 10:04:08.797789
Mazda CX-5 (2019),2016-02-24 10:04:08.799789
Opel Mokka (2021),2022-05-27 10:04:08.800892
Toyota RAV4 (2019),2020-06-05 10:04:08.801894
Kia Sportage (2018),2015-09-16 10:04:08.802891
Smart EQ ForTwo (2022),2018-06-04 10:04:08.802891
Ford Focus (2018),2023-08-14 10:04:08.803884
Fiat 500X (2019),2017-12-29 10:04:08.805789
Audi e-tron (2021),2022-09-07 10:04:08.806787
Skoda Enyaq (2023),2019-10-30 10:04:08.807788
Peugeot 308 (2016),2018-11-10 10:04:08.808787
Audi A4 (2016),2016-05-06 10:04:08.809787
Kia EV6 (2022),2019-02-24 10:04:08.810787
Renault Megane (2021),2019-01-28 10:04:08.811786
Jeep Compass (2020),2018-03-10 10:04:08.812786
Nissan Juke (2021),2024-03-29 10:04:08.812786
Audi Q5 (2014),2018-09-12 10:04:08.813786
Cupra Born (2023),2016-03-14 10:04:08.814786
Jaguar F-PACE (2021),2017-07-02 10:04:08.815786
Opel Mokka (2021),2015-09-16 10:04:08.816786
Dacia Duster (2021),2024-05-18 10:04:08.817786
Mazda Mazda3 (2020),2024-09-10 10:04:08.818786
Nissan Leaf (2020),2019-05-05 10:04:08.818786
Cupra Formentor (2022),2017-04-19 10:04:08.819786
Suzuki Swift (2021),2018-12-29 10:04:08.820884
Fiat Panda (2020),2021-06-25 10:04:08.821893
Jeep Renegade (2021),2021-12-09 10:04:08.822894
Ford Puma (2023),2022-04-01 10:04:08.823887
Honda HR-V (2022),2020-08-29 10:04:08.824898
Peugeot 2008 (2023),2019-07-29 10:04:08.825892
Renault Clio (2020),2021-08-29 10:04:08.825892
Alfa Romeo Giulia (2022),2016-01-05 10:04:08.826889
Volkswagen Golf (2019),2017-10-09 10:04:08.827892
Mini Countryman (2022),2017-03-12 10:04:08.828998
Opel Corsa (2020),2017-03-12 10:04:08.829900
Skoda Kodiaq (2019),2023-09-04 10:04:08.830997
Jaguar F-PACE (2021),2016-07-28 10:04:08.830997
Cupra Formentor (2022),2020-08-04 10:04:08.831995
Ford Focus (2018),2018-07-09 10:04:08.832999
Renault Megane (2021),2017-07-25 10:04:08.833994
Volvo XC40 (2022),2016-06-20 10:04:08.834992
Suzuki Vitara (2020),2018-08-06 10:04:08.834992
Seat Leon (2017),2023-02-26 10:04:08.835996
Seat Leon (2017),2021-01-06 10:04:08.836998
Opel Astra (2017),2022-08-23 10:04:08.837995
Nissan Qashqai (2017),2021-01-15 10:04:08.838995
MG ZS EV (2022),2025-05-21 10:04:08.839994
Subaru Forester (2020),2015-09-12 10:04:08.839994
Opel Astra (2017),2018-10-06 10:04:08.840998
Lexus UX (2021),2021-02-17 10:04:08.841997
Mercedes GLA (2020),2023-06-22 10:04:08.841997
Cupra Born (2023),2017-06-21 10:04:08.843611
Opel Mokka (2021),2025-01-08 10:04:08.844726
Dacia Duster (2021),2022-01-11 10:04:08.845720
Nissan Juke (2021),2019-09-29 10:04:08.845720
Nissan Juke (2021),2023-07-26 10:04:08.846723
Mazda MX-5 (2019),2023-06-24 10:04:08.847732
Peugeot 2008 (2023),2025-04-11 10:04:08.848723
Mercedes EQB (2023),2020-03-20 10:04:08.849724
Kia Niro (2022),2019-07-05 10:04:08.850719
Subaru Forester (2020),2017-08-26 10:04:08.850719
Hyundai Kona (2021),2020-11-14 10:04:08.851725
Opel Mokka (2021),2023-05-01 10:04:08.852721
Mercedes C-Class (2019),2018-08-21 10:04:08.853724
Dacia Duster (2021),2023-01-16 10:04:08.854726
Subaru Forester (2020),2021-01-04 10:04:08.855724
Lexus NX (2023),2024-03-12 10:04:08.855724
Fiat 500X (2019),2023-08-09 10:04:08.856725
Honda Civic (2015),2020-02-03 10:04:08.857730
Ford Puma (2023),2020-12-29 10:04:08.858725
Mercedes EQC (2022),2017-06-09 10:04:08.859723
BMW 3 Series (2018),2019-05-11 10:04:08.859723
Tesla Model 3 (2022),2017-02-11 10:04:08.860731
Kia EV6 (2022),2018-01-12 10:04:08.861724
Kia Niro (2022),2025-06-29 10:04:08.862729
Skoda Octavia (2019),2015-07-22 10:04:08.863726
Opel Corsa (2020),2016-11-23 10:04:08.864732
Nissan Ariya (2023),2024-10-26 10:04:08.864732
Kia Sportage (2018),2022-09-08 10:04:08.865721
Kia EV6 (2022),2025-01-16 10:04:08.866726
Jaguar F-PACE (2021),2024-10-03 10:04:08.867724
Ford Kuga (2020),2019-05-03 10:04:08.868735
Smart EQ ForTwo (2022),2015-12-29 10:04:08.869720
Ford Puma (2023),2016-05-02 10:04:08.870731
Subaru Impreza (2019),2016-05-06 10:04:08.871627
Nissan Leaf (2020),2015-07-19 10:04:08.872623
Audi A4 (2016),2023-03-01 10:04:08.873624
Alfa Romeo Stelvio (2021),2025-05-26 10:04:08.873624
Hyundai Tucson (2020),2016-11-10 10:04:08.874730
Hyundai i30 (2016),2017-07-16 10:04:08.875727
Jeep Compass (2020),2022-02-16 10:04:08.876726
Suzuki Swift (2021),2021-07-09 10:04:08.877735
Renault Zoe (2022),2023-07-14 10:04:08.878740
